ID,Language_ID,Parameter_ID,Contribution_ID,Value,Source,Comment
143C-ina,http://wals.info/languoid/lect/wals_code_ina,143C,143,(Neg)[V-Neg],de-Vries-1996[ 40],
143C-dun,http://wals.info/languoid/lect/wals_code_dun,143C,143,VNeg/[Neg-V-Neg],,
143C-bok,http://wals.info/languoid/lect/wals_code_bok,143C,143,(Neg)VNeg,,
143C-nke,http://wals.info/languoid/lect/wals_code_nke,143C,143,NegV/[V-Neg]/Neg[V-Neg],Sibomana-1986[ 272-274],
143C-dma,http://wals.info/languoid/lect/wals_code_dma,143C,143,(Neg)VNeg,Adam-1954[ 77],
143C-bol,http://wals.info/languoid/lect/wals_code_bol,143C,143,[Neg-V](Neg),Mamet-1960[ 58-59],
143C-chj,http://wals.info/languoid/lect/wals_code_chj,143C,143,NegV(Neg),"Buenrostros-1991[ 35, 68]",
143C-mbe,http://wals.info/languoid/lect/wals_code_mbe,143C,143,(Neg)VNeg,Adam-1954[ 76],
143C-one,http://wals.info/languoid/lect/wals_code_one,143C,143,(Neg)VNeg,,
143C-guh,http://wals.info/languoid/lect/wals_code_guh,143C,143,NegV/[V-Neg]/Neg[V-Neg],"Richert-1975[ 797, 787]",
143C-mgk,http://wals.info/languoid/lect/wals_code_mgk,143C,143,(Neg)VNeg,Tischhauser-1992[ 24],
143C-ann,http://wals.info/languoid/lect/wals_code_ann,143C,143,Neg[(Neg-)]V,"Leeding-1989[ 407, 504-505]",
143C-bbu,http://wals.info/languoid/lect/wals_code_bbu,143C,143,[Neg-V](Neg),"Tucker-and-Bryan-1966[ 155];Santandrea-1965b[ 116, 163, 167]",
143C-lew,http://wals.info/languoid/lect/wals_code_lew,143C,143,V(Neg)Neg,Early-1994a[ passim],
143C-tbt,http://wals.info/languoid/lect/wals_code_tbt,143C,143,NegV/[V-Neg]/Neg[V-Neg],Donohue-2002[ 201],
143C-adz,http://wals.info/languoid/lect/wals_code_adz,143C,143,[Neg-V](Neg),Holzknecht-1986[ 139],
143C-tgl,http://wals.info/languoid/lect/wals_code_tgl,143C,143,[Neg-V]/VNeg/[Neg-V-Neg],Andvik-2003[ 446];Das-Gupta-1968[ 53],
143C-dom,http://wals.info/languoid/lect/wals_code_dom,143C,143,NegV/[V-Neg]/[Neg-V-Neg],"Macalister-1914[ 27-28, 38, 183]",
143C-klw,http://wals.info/languoid/lect/wals_code_klw,143C,143,(Neg)VNeg,"Mixco-1971[ 168, 231-232]",
143C-bmb,http://wals.info/languoid/lect/wals_code_bmb,143C,143,NegV(Neg),"Jacobs-1970[ 99-101, 114, 128-129]",
143C-bgo,http://wals.info/languoid/lect/wals_code_bgo,143C,143,(Neg)VNeg,"Santandrea-1963[ 58, 68]",
143C-rwe,http://wals.info/languoid/lect/wals_code_rwe,143C,143,NegV/VNeg/NegVNeg,"Sampson-1926[ 220-221, passim]",
