ID,Language_ID,Parameter_ID,Contribution_ID,Value,Source,Comment
143E-brl,http://wals.info/languoid/lect/wals_code_brl,143E,143,[Neg-V],Kretschmar-1995[ 140],
143E-buy,http://wals.info/languoid/lect/wals_code_buy,143E,143,NegV,,
143E-dhm,http://wals.info/languoid/lect/wals_code_dhm,143E,143,[Neg-V],Cooper-1999[ 31],
143E-giz,http://wals.info/languoid/lect/wals_code_giz,143E,143,None,Lukas-1970[ 83],
143E-rag,http://wals.info/languoid/lect/wals_code_rag,143E,143,NegV,Crowley-2002c[ 635],
143E-tod,http://wals.info/languoid/lect/wals_code_tod,143E,143,[Neg-V],Sharma-1989b[ 334-335],
143E-yrm,http://wals.info/languoid/lect/wals_code_yrm,143E,143,None,Rivet-1942[ 36],
143E-bmz,http://wals.info/languoid/lect/wals_code_bmz,143E,143,NegV,"Lounis-1897[ passim, 131]",
143E-cnm,http://wals.info/languoid/lect/wals_code_cnm,143E,143,None,,
143E-eny,http://wals.info/languoid/lect/wals_code_eny,143E,143,[Neg-V],Spa-1973[ 114],
143E-gir,http://wals.info/languoid/lect/wals_code_gir,143E,143,NegV,Pairault-1969[ passim],
143E-ina,http://wals.info/languoid/lect/wals_code_ina,143E,143,NegV,de-Vries-1996[ 40],
143E-klg,http://wals.info/languoid/lect/wals_code_klg,143E,143,[Neg-V],"Tolsma-1999[ 58, 70]",
143E-les,http://wals.info/languoid/lect/wals_code_les,143E,143,[Neg-V],Vorbichler-1965[ 128],
143E-lgt,http://wals.info/languoid/lect/wals_code_lgt,143E,143,None,Tucker-1967[ 253],
143E-nif,http://wals.info/languoid/lect/wals_code_nif,143E,143,NegV,Early-2002[ 861],
143E-tpt,http://wals.info/languoid/lect/wals_code_tpt,143E,143,None,Gonzalez-2005[ passim],
143E-xar,http://wals.info/languoid/lect/wals_code_xar,143E,143,NegV,,
143E-yrr,http://wals.info/languoid/lect/wals_code_yrr,143E,143,None,,
143E-zzo,http://wals.info/languoid/lect/wals_code_zzo,143E,143,NegV,Sonnenschein-2005[ 114],
143E-anu,http://wals.info/languoid/lect/wals_code_anu,143E,143,None,Smye-2004[ 85],
143E-boi,http://wals.info/languoid/lect/wals_code_boi,143E,143,NegV,Laycock-1965a[ 108],
143E-buw,http://wals.info/languoid/lect/wals_code_buw,143E,143,NegV,Bates-1904[ 66],
143E-eip,http://wals.info/languoid/lect/wals_code_eip,143E,143,NegV,Heeschen-1998[ 222-223],
143E-grs,http://wals.info/languoid/lect/wals_code_grs,143E,143,NegV,ZGraggen-1969[ 288],
143E-har,http://wals.info/languoid/lect/wals_code_har,143E,143,None,,
143E-mrq,http://wals.info/languoid/lect/wals_code_mrq,143E,143,NegV,Lynch-2002a[ 875],
143E-mig,http://wals.info/languoid/lect/wals_code_mig,143E,143,None,Jungraithmayr-and-Adams-1992[ 59],
143E-mug,http://wals.info/languoid/lect/wals_code_mug,143E,143,[Neg-V],ZGraggen-1969[ 284],
143E-otr,http://wals.info/languoid/lect/wals_code_otr,143E,143,NegV,Stevenson-1957[ 31],
143E-sub,http://wals.info/languoid/lect/wals_code_sub,143E,143,[Neg-V],Baumbach-1997[ 337],
143E-tmm,http://wals.info/languoid/lect/wals_code_tmm,143E,143,NegV,Jauncey-2002[ 618],
143E-cup,http://wals.info/languoid/lect/wals_code_cup,143E,143,NegV,Hill-2005[ 389],
143E-hoa,http://wals.info/languoid/lect/wals_code_hoa,143E,143,NegV,Davis-2003[ 242],
143E-kmi,http://wals.info/languoid/lect/wals_code_kmi,143E,143,[Neg-V],Velten-1899b[ 15],
143E-rnd,http://wals.info/languoid/lect/wals_code_rnd,143E,143,[Neg-V],Meeussen-1959[ 136],
143E-ssa,http://wals.info/languoid/lect/wals_code_ssa,143E,143,NegV,Blass-1975[ passim],
143E-wlw,http://wals.info/languoid/lect/wals_code_wlw,143E,143,NegV,Breen-1970[ 216],
143E-dun,http://wals.info/languoid/lect/wals_code_dun,143E,143,[Neg-V],,
143E-eko,http://wals.info/languoid/lect/wals_code_eko,143E,143,[Neg-V],Schadeberg-and-Mucanheia-2000[ 116-121],
143E-ifm,http://wals.info/languoid/lect/wals_code_ifm,143E,143,NegV,"Calloch-1911[ 58, 274]",
143E-jlu,http://wals.info/languoid/lect/wals_code_jlu,143E,143,NegV,,
143E-nyr,http://wals.info/languoid/lect/wals_code_nyr,143E,143,NegV,,
143E-rim,http://wals.info/languoid/lect/wals_code_rim,143E,143,[Neg-V],"Olson-1964[ 183, 184, 188]",
143E-shy,http://wals.info/languoid/lect/wals_code_shy,143E,143,None,Nugteren-2003[ 282-283],
