ID,Language_ID,Parameter_ID,Contribution_ID,Value,Source,Comment
130A-zqr,http://wals.info/languoid/lect/wals_code_zqr,130A,130,Different,Harrison-and-Harrison-1984,
130A-abw,http://wals.info/languoid/lect/wals_code_abw,130A,130,Different,Day-1994;Day-1995,
130A-alg,http://wals.info/languoid/lect/wals_code_alg,130A,130,Different,Lemoine-1911,
130A-arx,http://wals.info/languoid/lect/wals_code_arx,130A,130,Different,Geerts-1970,
130A-ati,http://wals.info/languoid/lect/wals_code_ati,130A,130,Identical,Beland-1978,
130A-bpb,http://wals.info/languoid/lect/wals_code_bpb,130A,130,Different,Banker-et-al-1979,
130A-bca,http://wals.info/languoid/lect/wals_code_bca,130A,130,Different,Crowley-1978,
130A-bnq,http://wals.info/languoid/lect/wals_code_bnq,130A,130,Different,Gottlieb-and-Murphy-1995,
130A-beo,http://wals.info/languoid/lect/wals_code_beo,130A,130,Identical,Hewson-1978,
130A-brc,http://wals.info/languoid/lect/wals_code_brc,130A,130,Different,Arroyo-1972,
130A-cab,http://wals.info/languoid/lect/wals_code_cab,130A,130,Different,Margery-Pena-1989,
130A-cnl,http://wals.info/languoid/lect/wals_code_cnl,130A,130,Different,Abreu-1931,
130A-crl,http://wals.info/languoid/lect/wals_code_crl,130A,130,Different,Jackson-and-Marck-1991,
130A-cat,http://wals.info/languoid/lect/wals_code_cat,130A,130,Different,Huber-and-Reed-1992,
130A-ctt,http://wals.info/languoid/lect/wals_code_ctt,130A,130,Different,Pride-and-Pride-1970,
130A-cec,http://wals.info/languoid/lect/wals_code_cec,130A,130,Different,Sapper-1912,
130A-cma,http://wals.info/languoid/lect/wals_code_cma,130A,130,Different,Huber-and-Reed-1992,
130A-csf,http://wals.info/languoid/lect/wals_code_csf,130A,130,Different,Skinner-and-Skinner-2000,
130A-clc,http://wals.info/languoid/lect/wals_code_clc,130A,130,Different,Blake-et-al-1998b,
130A-cmc,http://wals.info/languoid/lect/wals_code_cmc,130A,130,Identical,Swanton-1940,
130A-ctc,http://wals.info/languoid/lect/wals_code_ctc,130A,130,Different,Anderson-and-Roque-1983,
130A-cut,http://wals.info/languoid/lect/wals_code_cut,130A,130,Different,Hendrichs-Perez-1946,
130A-cur,http://wals.info/languoid/lect/wals_code_cur,130A,130,Different,Huber-and-Reed-1992,
130A-dgx,http://wals.info/languoid/lect/wals_code_dgx,130A,130,Different,Kari-1978,
130A-dca,http://wals.info/languoid/lect/wals_code_dca,130A,130,Different,Headland-and-Headland-1974,
130A-gna,http://wals.info/languoid/lect/wals_code_gna,130A,130,Different,Martius-1863,
130A-gyb,http://wals.info/languoid/lect/wals_code_gyb,130A,130,Different,Huber-and-Reed-1992,
130A-grm,http://wals.info/languoid/lect/wals_code_grm,130A,130,Different,Swanson-1985,
130A-hmb,http://wals.info/languoid/lect/wals_code_hmb,130A,130,Different,Jakway-1987,
130A-ill,http://wals.info/languoid/lect/wals_code_ill,130A,130,Different,White-and-White-1990,
130A-itw,http://wals.info/languoid/lect/wals_code_itw,130A,130,Different,Tharp-and-Natividad-1976,
130A-ixc,http://wals.info/languoid/lect/wals_code_ixc,130A,130,Different,Fernandez-de-Miranda-1961,
130A-klz,http://wals.info/languoid/lect/wals_code_klz,130A,130,Different,Mathangwane-1999,
130A-kgt,http://wals.info/languoid/lect/wals_code_kgt,130A,130,Different,Lowe-1983,
130A-kea,http://wals.info/languoid/lect/wals_code_kea,130A,130,Different,Diego-Antonio-et-al-1996,
130A-kky,http://wals.info/languoid/lect/wals_code_kky,130A,130,Different,Vanoverbergh-1931,
130A-kpn,http://wals.info/languoid/lect/wals_code_kpn,130A,130,Different,Lieber-and-Dikepa-1974,
130A-kdg,http://wals.info/languoid/lect/wals_code_kdg,130A,130,Different,Martius-1863,
130A-kaq,http://wals.info/languoid/lect/wals_code_kaq,130A,130,Identical,Amery-and-Simpson-1999,
130A-ktb,http://wals.info/languoid/lect/wals_code_ktb,130A,130,Different,Swift-and-Zola-1963,
130A-kth,http://wals.info/languoid/lect/wals_code_kth,130A,130,Different,Ritter-1976,
130A-lau,http://wals.info/languoid/lect/wals_code_lau,130A,130,Different,Fox-1974,
130A-mcg,http://wals.info/languoid/lect/wals_code_mcg,130A,130,Different,Huber-and-Reed-1992,
130A-mcn,http://wals.info/languoid/lect/wals_code_mcn,130A,130,Different,Huber-and-Reed-1992,
130A-mhc,http://wals.info/languoid/lect/wals_code_mhc,130A,130,Different,Masthay-1991,
130A-mpy,http://wals.info/languoid/lect/wals_code_mpy,130A,130,Different,Tavera-Acosta-1907,
130A-mij,http://wals.info/languoid/lect/wals_code_mij,130A,130,Different,Boro-1978,
130A-mkb,http://wals.info/languoid/lect/wals_code_mkb,130A,130,Different,Callaghan-1970,
130A-mwl,http://wals.info/languoid/lect/wals_code_mwl,130A,130,Different,Callaghan-1965,
130A-mwp,http://wals.info/languoid/lect/wals_code_mwp,130A,130,Identical,Callaghan-1984,
130A-mxu,http://wals.info/languoid/lect/wals_code_mxu,130A,130,Different,Pensinger-1974,
130A-mjc,http://wals.info/languoid/lect/wals_code_mjc,130A,130,Different,Campbell-et-al-1986,
130A-mxg,http://wals.info/languoid/lect/wals_code_mxg,130A,130,Different,Dyk-and-Stoudt-1973,
130A-mge,http://wals.info/languoid/lect/wals_code_mge,130A,130,Different,Xiong-et-al-nd,
