ID,Language_ID,Parameter_ID,Contribution_ID,Value,Source,Comment
129A-ayn,http://wals.info/languoid/lect/wals_code_ayn,129A,129,Identical,Hayasi-et-al-1999,
129A-cpw,http://wals.info/languoid/lect/wals_code_cpw,129A,129,Different,Schuster-1970,
129A-dda,http://wals.info/languoid/lect/wals_code_dda,129A,129,Different,Ganambarr-1999,
129A-mca,http://wals.info/languoid/lect/wals_code_mca,129A,129,Different,Hunt-1915,
129A-nnt,http://wals.info/languoid/lect/wals_code_nnt,129A,129,Different,Murray-1996,
129A-oma,http://wals.info/languoid/lect/wals_code_oma,129A,129,Different,Tavera-Acosta-1907,
129A-abw,http://wals.info/languoid/lect/wals_code_abw,129A,129,Different,Day-1994;Day-1995,
129A-alg,http://wals.info/languoid/lect/wals_code_alg,129A,129,Different,Lemoine-1911,
129A-arx,http://wals.info/languoid/lect/wals_code_arx,129A,129,Identical,Geerts-1970,
129A-ati,http://wals.info/languoid/lect/wals_code_ati,129A,129,Different,Beland-1978,
129A-bpb,http://wals.info/languoid/lect/wals_code_bpb,129A,129,Different,Banker-et-al-1979,
129A-bca,http://wals.info/languoid/lect/wals_code_bca,129A,129,Different,Crowley-1978,
129A-bnq,http://wals.info/languoid/lect/wals_code_bnq,129A,129,Identical,Gottlieb-and-Murphy-1995,
129A-beo,http://wals.info/languoid/lect/wals_code_beo,129A,129,Different,Hewson-1978,
129A-brc,http://wals.info/languoid/lect/wals_code_brc,129A,129,Identical,Arroyo-1972,
129A-cab,http://wals.info/languoid/lect/wals_code_cab,129A,129,Identical,Margery-Pena-1989,
129A-cnl,http://wals.info/languoid/lect/wals_code_cnl,129A,129,Different,Abreu-1931,
129A-crl,http://wals.info/languoid/lect/wals_code_crl,129A,129,Identical,Jackson-and-Marck-1991,
129A-cat,http://wals.info/languoid/lect/wals_code_cat,129A,129,Different,Huber-and-Reed-1992,
129A-ctt,http://wals.info/languoid/lect/wals_code_ctt,129A,129,Identical,Pride-and-Pride-1970,
129A-cec,http://wals.info/languoid/lect/wals_code_cec,129A,129,Different,Sapper-1912,
129A-cma,http://wals.info/languoid/lect/wals_code_cma,129A,129,Different,Huber-and-Reed-1992,
129A-csf,http://wals.info/languoid/lect/wals_code_csf,129A,129,Identical,Skinner-and-Skinner-2000,
129A-clc,http://wals.info/languoid/lect/wals_code_clc,129A,129,Different,Blake-et-al-1998b,
129A-cmc,http://wals.info/languoid/lect/wals_code_cmc,129A,129,Identical,Swanton-1940,
129A-ctc,http://wals.info/languoid/lect/wals_code_ctc,129A,129,Different,Anderson-and-Roque-1983,
129A-cut,http://wals.info/languoid/lect/wals_code_cut,129A,129,Different,Hendrichs-Perez-1946,
129A-cur,http://wals.info/languoid/lect/wals_code_cur,129A,129,Different,Huber-and-Reed-1992,
