ID,Language_ID,Parameter_ID,Contribution_ID,Value,Source,Comment
91A-tod,http://wals.info/languoid/lect/wals_code_tod,91A,91,Degree word-Adjective,Sharma-1989b[ 301],
91A-cnm,http://wals.info/languoid/lect/wals_code_cnm,91A,91,Adjective-Degree word,,
91A-cup,http://wals.info/languoid/lect/wals_code_cup,91A,91,Degree word-Adjective,Hill-2005[ 357],
91A-hoa,http://wals.info/languoid/lect/wals_code_hoa,91A,91,Adjective-Degree word,Davis-2003[ 78],
91A-pdp,http://wals.info/languoid/lect/wals_code_pdp,91A,91,Degree word-Adjective,,
91A-boq,http://wals.info/languoid/lect/wals_code_boq,91A,91,Adjective-Degree word,Megu-1990[19-22],
91A-pog,http://wals.info/languoid/lect/wals_code_pog,91A,91,Adjective-Degree word,Hendle-1907[ 49],
91A-jad,http://wals.info/languoid/lect/wals_code_jad,91A,91,Adjective-Degree word,Sharma-1989c[44],
91A-chd,http://wals.info/languoid/lect/wals_code_chd,91A,91,Degree word-Adjective,Sharma-1989a[149],
91A-dma,http://wals.info/languoid/lect/wals_code_dma,91A,91,Adjective-Degree word,Adam-1954[151],
91A-ktu,http://wals.info/languoid/lect/wals_code_ktu,91A,91,No dominant order,Costello-1969[30-31],
91A-nus,http://wals.info/languoid/lect/wals_code_nus,91A,91,Degree word-Adjective,Sun-and-Liu-1986[passim],
91A-bgn,http://wals.info/languoid/lect/wals_code_bgn,91A,91,Degree word-Adjective,Dondrup-1990[14],
91A-cln,http://wals.info/languoid/lect/wals_code_cln,91A,91,Degree word-Adjective,"Alexander-Bakkerus-2005[ 189, 290-291]",
91A-mgi,http://wals.info/languoid/lect/wals_code_mgi,91A,91,Adjective-Degree word,Thomson-1975a[647],
91A-spi,http://wals.info/languoid/lect/wals_code_spi,91A,91,Degree word-Adjective,Sharma-1992[51],
91A-tho,http://wals.info/languoid/lect/wals_code_tho,91A,91,Degree word-Adjective,"Thompson-and-Thompson-1992[ 163, 171]",
91A-han,http://wals.info/languoid/lect/wals_code_han,91A,91,No dominant order,Lewis-and-Bibo-1996[15];Li-1990[passim],
91A-kbt,http://wals.info/languoid/lect/wals_code_kbt,91A,91,Degree word-Adjective,Stilo-2005[passim],
91A-klr,http://wals.info/languoid/lect/wals_code_klr,91A,91,Degree word-Adjective,Stilo-2005[passim],
91A-mbe,http://wals.info/languoid/lect/wals_code_mbe,91A,91,Adjective-Degree word,Adam-1954[151],
91A-nnd,http://wals.info/languoid/lect/wals_code_nnd,91A,91,Adjective-Degree word,Harris-1990[137],
