ID,Language_ID,Parameter_ID,Contribution_ID,Value,Source,Comment
90F-xas,http://wals.info/languoid/lect/wals_code_xas,90F,90,Adjoined or correlative,Koite-Herschel-1981-1982[ 223-228],
90F-mek,http://wals.info/languoid/lect/wals_code_mek,90F,90,Adjoined relative clause dominant,Galucio-2001[ 203],
90F-ngk,http://wals.info/languoid/lect/wals_code_ngk,90F,90,Adjoined relative clause dominant,Hoddinott-and-Kofod-1988[ 217],
90F-wrl,http://wals.info/languoid/lect/wals_code_wrl,90F,90,Adjoined relative clause dominant,Capell-1962b[ Hale 1976],
90F-kya,http://wals.info/languoid/lect/wals_code_kya,90F,90,Adjoined relative clause dominant,Patz-2002[ 181-182],
90F-diy,http://wals.info/languoid/lect/wals_code_diy,90F,90,Adjoined relative clause dominant,Austin-1981[ 210],
90F-yid,http://wals.info/languoid/lect/wals_code_yid,90F,90,Adjoined relative clause dominant,Dixon-1977a[ 330],
90F-mrt,http://wals.info/languoid/lect/wals_code_mrt,90F,90,Adjoined relative clause dominant,Dench-1995[ 240],
90F-ngi,http://wals.info/languoid/lect/wals_code_ngi,90F,90,Adjoined or correlative,Donaldson-1980[ 297-299],
90F-kkq,http://wals.info/languoid/lect/wals_code_kkq,90F,90,Adjoined relative clause dominant,,
