ID,Language_ID,Parameter_ID,Contribution_ID,Value,Source,Comment
144G-ina,http://wals.info/languoid/lect/wals_code_ina,144G,144,SVO/SOV & (Neg)[V-Neg],de-Vries-1996[ 40],
144G-nke,http://wals.info/languoid/lect/wals_code_nke,144G,144,S(Neg)[V(-Neg)]O,Sibomana-1986[ 272-274],
144G-dma,http://wals.info/languoid/lect/wals_code_dma,144G,144,S(Neg)VNegO,Adam-1954[ 77],
144G-bol,http://wals.info/languoid/lect/wals_code_bol,144G,144,S[Neg-V]O(Neg),Mamet-1960[ 58-59],
144G-mbe,http://wals.info/languoid/lect/wals_code_mbe,144G,144,S(Neg)VNegO,Adam-1954[ 76],
144G-one,http://wals.info/languoid/lect/wals_code_one,144G,144,S(Neg)VONeg,,
144G-mgk,http://wals.info/languoid/lect/wals_code_mgk,144G,144,S(Neg)VONeg,Tischhauser-1992[ 24],
144G-lew,http://wals.info/languoid/lect/wals_code_lew,144G,144,SVNegO(Neg),Early-1994a[ passim],
144G-adz,http://wals.info/languoid/lect/wals_code_adz,144G,144,S[Neg-V]O(Neg),Holzknecht-1986[ 139],
144G-bmb,http://wals.info/languoid/lect/wals_code_bmb,144G,144,SNegVO(Neg),"Jacobs-1970[ 99-101, 114, 128-129]",
144G-bgo,http://wals.info/languoid/lect/wals_code_bgo,144G,144,S(Neg)VONeg,"Santandrea-1963[ 58, 68]",
144G-rwe,http://wals.info/languoid/lect/wals_code_rwe,144G,144,SVO/VSO & NegV/VNeg/NegVNeg,"Sampson-1926[ 220-221, passim]",
144G-paa,http://wals.info/languoid/lect/wals_code_paa,144G,144,S(Neg)VONeg,Skinner-1979[ 51],
144G-wrn,http://wals.info/languoid/lect/wals_code_wrn,144G,144,S[Neg-V(-Neg)]O,"Heath-1980b[ 59, 78, 96]",
144G-zch,http://wals.info/languoid/lect/wals_code_zch,144G,144,S[V(-Neg)]O & NegV,"Johnson-2000[ 100, 108]",
144G-kre,http://wals.info/languoid/lect/wals_code_kre,144G,144,(Neg)SVONeg/S(Neg)VONeg,"Brown-1994[ 165];Tucker-and-Bryan-1966[ 80-81];Santandrea-1976[ 61, 130]",
144G-tmn,http://wals.info/languoid/lect/wals_code_tmn,144G,144,NegS[V(-Neg)]O,Tucker-and-Bryan-1966[ 260],
144G-plh,http://wals.info/languoid/lect/wals_code_plh,144G,144,SNegVO(Neg),"Stresemann-1918[ 74, passim]",
144G-ewo,http://wals.info/languoid/lect/wals_code_ewo,144G,144,SNegVO/SVNegO&NegTone,"Redden-1979[ 79, 86, 97]",
144G-fye,http://wals.info/languoid/lect/wals_code_fye,144G,144,(Neg)SVONeg,Nettle-1998[ 48-49],
144G-cop,http://wals.info/languoid/lect/wals_code_cop,144G,144,S[Neg-V]O/NegSVNegO,,
144G-ctl,http://wals.info/languoid/lect/wals_code_ctl,144G,144,SNegV(Neg)O,Hualde-1992[ passim],
144G-chr,http://wals.info/languoid/lect/wals_code_chr,144G,144,SNegVO(Neg),Thomas-1971[ 143-144],
144G-mum,http://wals.info/languoid/lect/wals_code_mum,144G,144,S(Neg)VONeg,"Shimizu-1983[ 102-111, 126]",
144G-ter,http://wals.info/languoid/lect/wals_code_ter,144G,144,S(Neg)VONeg,"Newman-1970[ 15, passim, 128-129]",
144G-tid,http://wals.info/languoid/lect/wals_code_tid,144G,144,S(Neg)VONeg,"van-Staden-2000[ 41, 154, 232]",
144G-mup,http://wals.info/languoid/lect/wals_code_mup,144G,144,(Neg)SVONeg,Frajzyngier-1993[ 353],
144G-gbb,http://wals.info/languoid/lect/wals_code_gbb,144G,144,S(Neg)VONeg,Samarin-1966[ 83],
144G-arp,http://wals.info/languoid/lect/wals_code_arp,144G,144,SNegVO(Neg),Conrad-and-Wogiga-1991[ 99-101],
144G-zul,http://wals.info/languoid/lect/wals_code_zul,144G,144,S[Neg-V(-Neg)]O,"Poulos-and-Bosch-1997[ 21-23];Ziervogel-et-al-1981[ 82-83, 88, 92]",
144G-aeg,http://wals.info/languoid/lect/wals_code_aeg,144G,144,SNeg[V-Neg]O/S[Neg-V-Neg]O,Gary-and-Gamal-Eldin-1982[ 38],
144G-hau,http://wals.info/languoid/lect/wals_code_hau,144G,144,SNegVO(Neg),"Kraft-1963[ Vol. 1:125, 132-134, 149];Newman-2000[ 357ff];Kraft-and-Kirk-Greene-1973[ 37];Migeod-1914[ 179]",
144G-fre,http://wals.info/languoid/lect/wals_code_fre,144G,144,S(Neg)VNegO,,
144G-mxe,http://wals.info/languoid/lect/wals_code_mxe,144G,144,S[(Neg-)V]NegO,,
144G-urt,http://wals.info/languoid/lect/wals_code_urt,144G,144,SNegVO(Neg),Sposato-2008[18],
